dt(GPS)	frame	 LO(m)	 AO(rad)
278.9992	1728	0.0687	-0.0194
278.9992	1729	0.0689	-0.0196
278.9992	1730	0.0690	-0.0229
278.9992	1731	0.0694	-0.0248
278.9992	1732	0.0696	-0.0261
278.9992	1733	0.0693	-0.0284
279.9995	1734	0.0657	-0.0299
279.9995	1735	0.0658	-0.0306
279.9995	1736	0.0675	-0.0311
279.9995	1737	0.0685	-0.0311
279.9995	1738	0.0674	-0.0335
279.9995	1739	0.0690	-0.0358
280.9989	1740	0.0487	-0.0379
280.9989	1741	0.0502	-0.0395
280.9989	1742	0.0488	-0.0420
280.9989	1743	0.0473	-0.0432
280.9989	1744	0.0473	-0.0429
280.9989	1745	0.0485	-0.0399
281.9989	1746	0.0560	-0.0372
281.9989	1747	0.0553	-0.0321
281.9989	1748	0.0543	-0.0257
281.9989	1749	0.0524	-0.0166
281.9989	1750	0.0539	-0.0091
281.9989	1751	0.0571	-0.0016
282.9991	1752	0.0918	0.0049
282.9991	1753	0.0934	0.0057
282.9991	1754	0.0943	0.0047
282.9991	1755	0.0951	0.0040
282.9991	1756	0.0938	0.0029
282.9991	1757	0.0919	0.0013
283.9991	1758	0.0904	-0.0003
283.9991	1759	0.0904	0.0001
283.9991	1760	0.0920	-0.0006
283.9991	1761	0.0945	-0.0024
283.9991	1762	0.0961	-0.0036
283.9991	1763	0.0984	-0.0035
285.0002	1764	0.0756	-0.0048
285.0002	1765	0.0789	-0.0067
285.0002	1766	0.0791	-0.0086
285.0002	1767	0.0766	-0.0102
285.0002	1768	0.0732	-0.0108
285.0002	1769	0.0678	-0.0130
285.9998	1770	0.0416	-0.0145
285.9998	1771	0.0407	-0.0150
285.9998	1772	0.0404	-0.0156
285.9998	1773	0.0406	-0.0157
285.9998	1774	0.0420	-0.0162
285.9998	1775	0.0422	-0.0172
286.9991	1776	0.0430	-0.0194
286.9991	1777	0.0427	-0.0212
286.9991	1778	0.0403	-0.0238
286.9991	1779	0.0361	-0.0258
286.9991	1780	0.0359	-0.0193
286.9991	1781	0.0388	-0.0111
287.9981	1782	0.0458	-0.0021
287.9981	1783	0.0448	-0.0021
287.9981	1784	0.0439	-0.0010
287.9981	1785	0.0464	-0.0009
287.9981	1786	0.0482	-0.0026
287.9981	1787	0.0481	-0.0046
288.9988	1788	0.0555	-0.0070
288.9988	1789	0.0534	-0.0081
288.9988	1790	0.0534	-0.0097
288.9988	1791	0.0542	-0.0108
288.9988	1792	0.0562	-0.0042
288.9988	1793	0.0567	0.0005
288.9988	1794	0.0568	0.0031
289.9990	1795	0.0755	0.0019
289.9990	1796	0.0773	0.0016
289.9990	1797	0.0770	0.0006
289.9990	1798	0.0761	-0.0025
289.9990	1799	0.0767	-0.0029
290.9997	1800	0.0884	-0.0057
290.9997	1801	0.0887	-0.0066
290.9997	1802	0.0892	-0.0075
290.9997	1803	0.0896	-0.0086
290.9997	1804	0.0887	-0.0094
290.9997	1805	0.0867	-0.0102
291.9988	1806	0.1017	-0.0106
291.9988	1807	0.1004	-0.0122
291.9988	1808	0.0990	-0.0115
291.9988	1809	0.1000	0.0062
291.9988	1810	0.1027	0.0101
291.9988	1811	0.1056	0.0215
291.9988	1812	0.1081	0.0257
292.9990	1813	0.1267	0.0250
292.9990	1814	0.1265	0.0242
292.9990	1815	0.1245	0.0227
292.9990	1816	0.1226	0.0198
292.9990	1817	0.1217	0.0193
292.9990	1818	0.1216	0.0149
293.9996	1819	0.1255	0.0134
293.9996	1820	0.1256	0.0121
293.9996	1821	0.1260	0.0098
293.9996	1822	0.1264	0.0083
293.9996	1823	0.1284	0.0073
293.9996	1824	0.1324	0.0076
295.0000	1825	0.1278	0.0072
295.0000	1826	0.1272	0.0064
295.0000	1827	0.1272	0.0061
295.0000	1828	0.1265	0.0053
295.0000	1829	0.1245	0.0037
295.0000	1830	0.1208	0.0017
295.9994	1831	0.1215	0.0009
295.9994	1832	0.1226	0.0002
295.9994	1833	0.1219	-0.0019
295.9994	1834	0.1211	-0.0030
295.9994	1835	0.1194	-0.0055
295.9994	1836	0.1198	-0.0054
296.9990	1837	0.1191	-0.0076
296.9990	1838	0.1190	-0.0094
296.9990	1839	0.1200	-0.0120
296.9990	1840	0.1211	-0.0135
296.9990	1841	0.1193	-0.0157
296.9990	1842	0.1188	-0.0160
297.9992	1843	0.1263	-0.0178
297.9992	1844	0.1258	-0.0201
297.9992	1845	0.1249	-0.0215
297.9992	1846	0.1237	-0.0231
297.9992	1847	0.1228	-0.0259
297.9992	1848	0.1227	-0.0259
298.9990	1849	0.4163	-0.0216
298.9990	1850	0.4157	-0.0175
298.9990	1851	0.4156	-0.0136
298.9990	1852	0.4166	-0.0162
298.9990	1853	0.4174	-0.0186
298.9990	1854	0.4142	-0.0161
299.9992	1855	0.3971	-0.0197
299.9992	1856	0.3974	-0.0213
299.9992	1857	0.3971	-0.0215
299.9992	1858	0.3988	-0.0174
299.9992	1859	0.4003	-0.0146
299.9992	1860	0.3987	-0.0152
300.9988	1861	0.1318	-0.0162
300.9988	1862	0.1321	-0.0173
300.9988	1863	0.1328	-0.0193
300.9988	1864	0.1313	-0.0217
300.9988	1865	0.1277	-0.0238
300.9988	1866	0.1271	-0.0256
301.9987	1867	0.1068	-0.0275
301.9987	1868	0.1066	-0.0299
301.9987	1869	0.1052	-0.0338
301.9987	1870	0.1038	-0.0360
301.9987	1871	0.1024	-0.0370
301.9987	1872	0.1003	-0.0300
302.9990	1873	0.0988	-0.0182
302.9990	1874	0.0993	-0.0123
302.9990	1875	0.0987	-0.0133
302.9990	1876	0.0988	-0.0148
302.9990	1877	0.0969	-0.0171
302.9990	1878	0.0961	-0.0200
303.9992	1879	0.1040	-0.0214
303.9992	1880	0.1033	-0.0240
303.9992	1881	0.1020	-0.0254
303.9992	1882	0.1022	-0.0267
303.9992	1883	0.1015	-0.0287
303.9992	1884	0.0985	-0.0311
305.0001	1885	0.0751	-0.0326
305.0001	1886	0.0736	-0.0326
305.0001	1887	0.0758	-0.0208
305.0001	1888	0.0802	-0.0065
305.0001	1889	0.0822	-0.0021
305.0001	1890	0.0818	-0.0021
305.9993	1891	0.0708	-0.0041
305.9993	1892	0.0694	-0.0073
305.9993	1893	0.0686	-0.0106
305.9993	1894	0.0679	-0.0118
305.9993	1895	0.0680	-0.0131
305.9993	1896	0.0649	-0.0152
306.9998	1897	0.0428	-0.0163
306.9998	1898	0.0443	-0.0163
306.9998	1899	0.0447	-0.0166
306.9998	1900	0.0439	-0.0183
306.9998	1901	0.0426	-0.0198
306.9998	1902	0.0421	-0.0205
307.9993	1903	0.0468	-0.0215
307.9993	1904	0.0475	-0.0227
307.9993	1905	0.0472	-0.0242
307.9993	1906	0.0466	-0.0226
307.9993	1907	0.0462	-0.0204
307.9993	1908	0.0447	-0.0152
308.9994	1909	0.0573	-0.0096
308.9994	1910	0.0566	-0.0079
308.9994	1911	0.0552	-0.0086
308.9994	1912	0.0538	-0.0107
308.9994	1913	0.0535	-0.0124
308.9994	1914	0.0539	-0.0144
309.9993	1915	0.0724	-0.0158
309.9993	1916	0.0729	-0.0181
309.9993	1917	0.0714	-0.0202
309.9993	1918	0.0701	-0.0208
309.9993	1919	0.0699	-0.0163
309.9993	1920	0.0705	-0.0119
310.9993	1921	0.0802	-0.0099
310.9993	1922	0.0825	-0.0095
310.9993	1923	0.0871	-0.0101
310.9993	1924	0.0906	-0.0114
310.9993	1925	0.0919	-0.0127
310.9993	1926	0.0922	-0.0129
311.9994	1927	0.0878	-0.0137
311.9994	1928	0.0884	-0.0148
311.9994	1929	0.0873	-0.0158
311.9994	1930	0.0867	-0.0164
311.9994	1931	0.0871	-0.0175
311.9994	1932	0.0860	-0.0177
313.0002	1933	0.0806	-0.0192
313.0002	1934	0.0776	-0.0177
313.0002	1935	0.0737	-0.0158
313.0002	1936	0.0723	-0.0131
313.0002	1937	0.0725	-0.0101
313.0002	1938	0.0730	-0.0075
313.0002	1939	0.0722	-0.0054
313.9991	1940	0.0857	-0.0061
313.9991	1941	0.0856	-0.0063
313.9991	1942	0.0862	-0.0059
313.9991	1943	0.0862	-0.0059
313.9991	1944	0.0850	-0.0084
315.0002	1945	0.0670	-0.0110
315.0002	1946	0.0670	-0.0110
315.0002	1947	0.0657	-0.0142
315.0002	1948	0.0657	-0.0142
315.0002	1949	0.0641	-0.0183
315.0002	1950	0.0633	-0.0202
315.0002	1951	0.0631	-0.0217
315.0002	1952	0.0631	-0.0217
316.0000	1953	0.0532	-0.0234
316.0000	1954	0.0533	-0.0258
316.0000	1955	0.0532	-0.0261
316.0000	1956	0.0517	-0.0281
316.9992	1957	0.0443	-0.0286
316.9992	1958	0.0444	-0.0249
316.9992	1959	0.0434	-0.0190
316.9992	1960	0.0429	-0.0115
316.9992	1961	0.0438	-0.0086
316.9992	1962	0.0424	-0.0084
317.9992	1963	0.0609	-0.0099
317.9992	1964	0.0605	-0.0114
317.9992	1965	0.0601	-0.0138
317.9992	1966	0.0587	-0.0158
317.9992	1967	0.0587	-0.0170
317.9992	1968	0.0598	-0.0183
317.9992	1969	0.0604	-0.0195
318.9991	1970	0.0567	-0.0203
318.9991	1971	0.0571	-0.0215
318.9991	1972	0.0549	-0.0230
318.9991	1973	0.0532	-0.0244
318.9991	1974	0.0524	-0.0253
318.9991	1975	0.0499	-0.0280
319.9993	1976	0.0511	-0.0306
319.9993	1977	0.0499	-0.0312
319.9993	1978	0.0479	-0.0344
319.9993	1979	0.0484	-0.0348
319.9993	1980	0.0490	-0.0359
319.9993	1981	0.0478	-0.0356
320.9996	1982	0.0422	-0.0297
320.9996	1983	0.0428	-0.0248
320.9996	1984	0.0443	-0.0200
320.9996	1985	0.0428	-0.0201
320.9996	1986	0.0421	-0.0204
320.9996	1987	0.0436	-0.0212
322.0007	1988	0.0624	-0.0217
322.0007	1989	0.0663	-0.0217
322.0007	1990	0.0688	-0.0230
322.0007	1991	0.0691	-0.0244
322.0007	1992	0.0688	-0.0253
322.0007	1993	0.0692	-0.0264
323.0002	1994	0.0661	-0.0278
323.0002	1995	0.0663	-0.0290
323.0002	1996	0.0673	-0.0294
323.0002	1997	0.0682	-0.0306
323.0002	1998	0.0684	-0.0323
323.0002	1999	0.0677	-0.0343
323.9989	2000	0.0667	-0.0361
323.9989	2001	0.0656	-0.0374
323.9989	2002	0.0653	-0.0388
323.9989	2003	0.0649	-0.0374
323.9989	2004	0.0654	-0.0293
323.9989	2005	0.0676	-0.0178
324.9992	2006	0.0842	-0.0048
324.9992	2007	0.0833	-0.0035
324.9992	2008	0.0822	-0.0035
324.9992	2009	0.0823	-0.0042
324.9992	2010	0.0821	-0.0060
324.9992	2011	0.0823	-0.0074
325.9988	2012	0.0848	-0.0083
325.9988	2013	0.0840	-0.0094
325.9988	2014	0.0847	-0.0112
325.9988	2015	0.0846	-0.0131
325.9988	2016	0.0874	-0.0146
325.9988	2017	0.0884	-0.0158
326.9993	2018	0.0757	-0.0173
326.9993	2019	0.0707	-0.0208
326.9993	2020	0.0694	-0.0213
326.9993	2021	0.0692	-0.0223
326.9993	2022	0.0704	-0.0236
326.9993	2023	0.0702	-0.0251
327.9991	2024	0.0591	-0.0262
327.9991	2025	0.0576	-0.0266
327.9991	2026	0.0564	-0.0272
327.9991	2027	0.0543	-0.0288
327.9991	2028	0.0537	-0.0291
327.9991	2029	0.0535	-0.0302
328.9993	2030	0.0516	-0.0320
328.9993	2031	0.0508	-0.0332
328.9993	2032	0.0496	-0.0345
328.9993	2033	0.0492	-0.0340
328.9993	2034	0.0497	-0.0342
328.9993	2035	0.0518	-0.0350
330.0001	2036	0.1922	-0.0371
330.0001	2037	0.1935	-0.0378
330.0001	2038	0.1965	-0.0390
330.0001	2039	0.1988	-0.0410
330.0001	2040	0.1980	-0.0423
330.0001	2041	0.1996	-0.0443
330.9995	2042	0.2880	-0.0318
330.9995	2043	0.2869	-0.0333
330.9995	2044	0.2856	-0.0343
330.9995	2045	0.2863	-0.0343
330.9995	2046	0.2874	-0.0348
330.9995	2047	0.2871	-0.0358
331.9997	2048	0.0194	-0.0365
331.9997	2049	0.0211	-0.0372
331.9997	2050	0.0214	-0.0378
331.9997	2051	0.0218	-0.0389
331.9997	2052	0.0222	-0.0398
331.9997	2053	0.0229	-0.0395
333.0000	2054	0.0135	-0.0351
333.0000	2055	0.0121	-0.0306
333.0000	2056	0.0113	-0.0235
333.0000	2057	0.0119	-0.0226
333.0000	2058	0.0133	-0.0230
333.0000	2059	0.0132	-0.0239
333.9997	2060	0.0037	-0.0256
333.9997	2061	0.0032	-0.0276
333.9997	2062	0.0040	-0.0287
333.9997	2063	0.0042	-0.0300
333.9997	2064	0.0029	-0.0315
333.9997	2065	0.0010	-0.0326
335.0001	2066	0.0098	-0.0331
335.0001	2067	0.0124	-0.0341
335.0001	2068	0.0146	-0.0350
335.0001	2069	0.0141	-0.0357
335.0001	2070	0.0152	-0.0354
335.0001	2071	0.0167	-0.0323
335.9991	2072	0.0070	-0.0284
335.9991	2073	0.0080	-0.0243
335.9991	2074	0.0067	-0.0193
335.9991	2075	0.0038	-0.0157
335.9991	2076	0.0026	-0.0163
335.9991	2077	0.0026	-0.0174
336.9996	2078	0.0226	-0.0185
336.9996	2079	0.0224	-0.0202
336.9996	2080	0.0212	-0.0219
336.9996	2081	0.0206	-0.0232
336.9996	2082	0.0218	-0.0240
336.9996	2083	0.0210	-0.0249
337.9996	2084	0.0321	-0.0259
337.9996	2085	0.0294	-0.0271
337.9996	2086	0.0281	-0.0284
337.9996	2087	0.0272	-0.0296
337.9996	2088	0.0272	-0.0314
337.9996	2089	0.0263	-0.0325
339.0000	2090	0.0329	-0.0334
339.0000	2091	0.0333	-0.0340
339.0000	2092	0.0342	-0.0345
339.0000	2093	0.0370	-0.0349
339.0000	2094	0.0385	-0.0364
339.0000	2095	0.0364	-0.0377
339.9999	2096	0.0122	-0.0385
339.9999	2097	0.0102	-0.0397
339.9999	2098	0.0084	-0.0407
339.9999	2099	0.0078	-0.0420
339.9999	2100	0.0083	-0.0428
339.9999	2101	0.0099	-0.0435
340.9999	2102	0.0007	-0.0434
340.9999	2103	0.0012	-0.0443
340.9999	2104	0.0029	-0.0452
340.9999	2105	0.0033	-0.0467
340.9999	2106	0.0047	-0.0488
340.9999	2107	0.0025	-0.0491
341.9995	2108	0.0034	-0.0494
341.9995	2109	0.0039	-0.0495
341.9995	2110	0.0024	-0.0470
341.9995	2111	0.0003	-0.0418
341.9995	2112	0.0007	-0.0349
341.9995	2113	0.0024	-0.0255
342.9993	2114	0.0222	-0.0154
342.9993	2115	0.0190	-0.0150
342.9993	2116	0.0219	-0.0132
342.9993	2117	0.0234	-0.0133
342.9993	2118	0.0248	-0.0151
342.9993	2119	0.0261	-0.0178
342.9993	2120	0.0266	-0.0188
343.9999	2121	0.0316	-0.0201
343.9999	2122	0.0307	-0.0211
343.9999	2123	0.0291	-0.0226
343.9999	2124	0.0273	-0.0238
343.9999	2125	0.0255	-0.0238
343.9999	2126	0.0260	-0.0233
344.9997	2127	0.0415	-0.0225
344.9997	2128	0.0433	-0.0229
344.9997	2129	0.0457	-0.0230
344.9997	2130	0.0450	-0.0236
344.9997	2131	0.0413	-0.0262
344.9997	2132	0.0363	-0.0274
345.9992	2133	0.0443	-0.0283
345.9992	2134	0.0435	-0.0283
345.9992	2135	0.0436	-0.0293
345.9992	2136	0.0446	-0.0301
345.9992	2137	0.0483	-0.0302
345.9992	2138	0.0524	-0.0308
346.9998	2139	0.0607	-0.0302
346.9998	2140	0.0622	-0.0298
346.9998	2141	0.0638	-0.0299
346.9998	2142	0.0645	-0.0313
346.9998	2143	0.0645	-0.0331
346.9998	2144	0.0641	-0.0331
347.9978	2145	0.0651	-0.0338
347.9978	2146	0.0635	-0.0345
347.9978	2147	0.0625	-0.0351
347.9978	2148	0.0624	-0.0363
347.9978	2149	0.0624	-0.0370
347.9978	2150	0.0611	-0.0382
348.9994	2151	0.0549	-0.0386
348.9994	2152	0.0554	-0.0383
348.9994	2153	0.0552	-0.0378
348.9994	2154	0.0552	-0.0382
348.9994	2155	0.0572	-0.0377
348.9994	2156	0.0594	-0.0372
349.9996	2157	0.0386	-0.0369
349.9996	2158	0.0389	-0.0373
349.9996	2159	0.0382	-0.0324
349.9996	2160	0.0374	-0.0248
349.9996	2161	0.0387	-0.0124
349.9996	2162	0.0412	-0.0084
350.9998	2163	0.0443	-0.0089
350.9998	2164	0.0436	-0.0113
350.9998	2165	0.0426	-0.0143
350.9998	2166	0.0414	-0.0177
350.9998	2167	0.0404	-0.0188
350.9998	2168	0.0418	-0.0191
351.9995	2169	0.0458	-0.0196
351.9995	2170	0.0446	-0.0205
351.9995	2171	0.0413	-0.0232
351.9995	2172	0.0405	-0.0238
351.9995	2173	0.0405	-0.0244
351.9995	2174	0.0400	-0.0248
352.9996	2175	0.0421	-0.0261
352.9996	2176	0.0436	-0.0264
352.9996	2177	0.0464	-0.0268
352.9996	2178	0.0477	-0.0272
352.9996	2179	0.0489	-0.0286
352.9996	2180	0.0490	-0.0306
353.9993	2181	0.0511	-0.0323
353.9993	2182	0.0538	-0.0332
353.9993	2183	0.0546	-0.0345
353.9993	2184	0.0543	-0.0360
353.9993	2185	0.0542	-0.0364
353.9993	2186	0.0548	-0.0365
354.9991	2187	0.0486	-0.0362
354.9991	2188	0.0477	-0.0369
354.9991	2189	0.0470	-0.0368
354.9991	2190	0.0468	-0.0380
354.9991	2191	0.0470	-0.0386
354.9991	2192	0.0457	-0.0396
355.9992	2193	0.0474	-0.0406
355.9992	2194	0.0480	-0.0411
355.9992	2195	0.0475	-0.0409
355.9992	2196	0.0453	-0.0412
355.9992	2197	0.0418	-0.0413
355.9992	2198	0.0410	-0.0418
356.9997	2199	0.0506	-0.0415
356.9997	2200	0.0513	-0.0423
356.9997	2201	0.0519	-0.0430
356.9997	2202	0.0541	-0.0429
356.9997	2203	0.0547	-0.0436
356.9997	2204	0.0527	-0.0461
357.9994	2205	0.2899	-0.0466
357.9994	2206	0.2915	-0.0492
357.9994	2207	0.2911	-0.0516
357.9994	2208	0.2897	-0.0543
357.9994	2209	0.2892	-0.0547
357.9994	2210	0.2899	-0.0558
358.9993	2211	0.6098	-0.0578
358.9993	2212	0.6089	-0.0592
358.9993	2213	0.6069	-0.0604
358.9993	2214	0.6052	-0.0615
358.9993	2215	0.6025	-0.0625
358.9993	2216	0.5999	-0.0642
359.9993	2217	0.9144	-0.0652
359.9993	2218	0.9126	-0.0650
359.9993	2219	0.9123	-0.0658
359.9993	2220	0.9126	-0.0669
359.9993	2221	0.9142	-0.0680
359.9993	2222	0.9139	-0.0683
360.9995	2223	1.0690	-0.0681
360.9995	2224	1.0688	-0.0681
360.9995	2225	1.0688	-0.0674
360.9995	2226	1.0698	-0.0679
360.9995	2227	1.0699	-0.0676
360.9995	2228	1.0725	-0.0685
361.9991	2229	1.0844	-0.0693
361.9991	2230	1.0854	-0.0696
361.9991	2231	1.0856	-0.0695
361.9991	2232	1.0857	-0.0695
361.9991	2233	1.0858	-0.0694
361.9991	2234	1.0858	-0.0692
362.9999	2235	1.0910	-0.0692
362.9999	2236	1.0910	-0.0690
362.9999	2237	1.0909	-0.0688
362.9999	2238	1.0908	-0.0685
362.9999	2239	1.0907	-0.0684
362.9999	2240	1.0908	-0.0683
363.9994	2241	1.0895	-0.0682
363.9994	2242	1.0894	-0.0681
363.9994	2243	1.0895	-0.0681
363.9994	2244	1.0895	-0.0680
363.9994	2245	1.0894	-0.0680
363.9994	2246	1.0895	-0.0680
364.9995	2247	1.0886	-0.0680
364.9995	2248	1.0888	-0.0679
364.9995	2249	1.0889	-0.0679
364.9995	2250	1.0889	-0.0678
364.9995	2251	1.0890	-0.0678
364.9995	2252	1.0891	-0.0678
365.9993	2253	1.0908	-0.0677
365.9993	2254	1.0906	-0.0675
365.9993	2255	1.0905	-0.0674
365.9993	2256	1.0907	-0.0673
365.9993	2257	1.0906	-0.0671
365.9993	2258	1.0906	-0.0668
366.9996	2259	1.0857	-0.0667
366.9996	2260	1.0857	-0.0666
366.9996	2261	1.0855	-0.0663
366.9996	2262	1.0854	-0.0663
366.9996	2263	1.0854	-0.0663
366.9996	2264	1.0854	-0.0663
367.9991	2265	1.0876	-0.0663
367.9991	2266	1.0876	-0.0662
367.9991	2267	1.0877	-0.0662
367.9991	2268	1.0879	-0.0664
367.9991	2269	1.0879	-0.0663
